group,id,course,module,grade
1,275,Urban Planning and Megacity Design,2,16
1,275,Urban Planning and Megacity Design,2,9.5
1,275,Urban Planning and Megacity Design,2,9
1,275,Urban Planning and Megacity Design,2,10.5
1,275,Urban Planning and Megacity Design,2,13
1,275,Virtual Reality and Augmented Reality,2,10.75
1,275,Virtual Reality and Augmented Reality,2,12.5
1,275,Virtual Reality and Augmented Reality,2,10.75
1,275,Virtual Reality and Augmented Reality,2,11
1,275,Virtual Reality and Augmented Reality,2,8.5
1,275,Virtual Reality and Augmented Reality,2,10.5
1,275,Virtual Reality and Augmented Reality,2,9.5
1,275,Virtual Reality and Augmented Reality,2,10.5
1,275,Virtual Reality and Augmented Reality,2,9.25
1,275,Virtual Reality and Augmented Reality,2,9.75
1,280,Artificial Intelligence and Machine Learning,2,6.5
1,280,Artificial Intelligence and Machine Learning,2,9
1,280,Artificial Intelligence and Machine Learning,2,8.5
1,280,Artificial Intelligence and Machine Learning,2,10
1,280,Bioengineering and Genetic Modification,1,18
1,280,Bioengineering and Genetic Modification,1,15
1,280,Bioengineering and Genetic Modification,1,14
1,280,Corporate Espionage and Industrial Sabotage,2,7
1,280,Corporate Espionage and Industrial Sabotage,2,6
1,280,Corporate Espionage and Industrial Sabotage,2,9.5
1,280,Corporate Espionage and Industrial Sabotage,2,9
1,280,Corporate Espionage and Industrial Sabotage,2,6
1,280,Corporate Espionage and Industrial Sabotage,2,4.5
1,280,Corporate Espionage and Industrial Sabotage,2,5.5
1,280,Corporate Espionage and Industrial Sabotage,2,10
1,280,Cybernetic Implants and Augmentations,1,14
1,280,Cybernetic Implants and Augmentations,1,10.7
1,280,Cybernetic Implants and Augmentations,1,8.4
1,280,Cybernetic Implants and Augmentations,1,13.2
1,280,Cybernetic Implants and Augmentations,1,8.3
1,280,Cybernetic Implants and Augmentations,1,11.2
1,280,Cybernetic Implants and Augmentations,1,12
1,280,Cybernetic Implants and Augmentations,1,9.5
1,280,Cybernetic Implants and Augmentations,1,11.2
1,280,Cybernetic Implants and Augmentations,1,10.9
1,280,Darknet Culture and Subversive Technologies,2,8.75
1,280,Darknet Culture and Subversive Technologies,2,15.25
1,280,Darknet Culture and Subversive Technologies,2,4.75
1,280,Darknet Culture and Subversive Technologies,2,7.25
1,280,Hacking and Network Security,2,13
1,280,Hacking and Network Security,2,10.5
1,280,Hacking and Network Security,2,13
1,280,Neurotechnology and Mind Control,2,15
1,280,Neurotechnology and Mind Control,2,13
1,280,Neurotechnology and Mind Control,2,13
1,280,Neurotechnology and Mind Control,2,12
1,280,Post-Human Philosophy and Ethics,2,9.5
1,280,Post-Human Philosophy and Ethics,2,13
1,280,Post-Human Philosophy and Ethics,2,12.5
1,280,Post-Human Philosophy and Ethics,2,9
1,280,Post-Human Philosophy and Ethics,2,8
1,280,Post-Human Philosophy and Ethics,2,14
1,280,Post-Human Philosophy and Ethics,2,10
1,280,Urban Planning and Megacity Design,2,13
1,280,Urban Planning and Megacity Design,2,14.5
1,280,Urban Planning and Megacity Design,2,11.5
1,280,Urban Planning and Megacity Design,2,10.5
1,280,Urban Planning and Megacity Design,2,9
1,280,Virtual Reality and Augmented Reality,2,9
1,280,Virtual Reality and Augmented Reality,2,9.25
1,280,Virtual Reality and Augmented Reality,2,10
1,280,Virtual Reality and Augmented Reality,2,9.25
1,280,Virtual Reality and Augmented Reality,2,9.75
1,280,Virtual Reality and Augmented Reality,2,12.25
1,280,Virtual Reality and Augmented Reality,2,10
1,280,Virtual Reality and Augmented Reality,2,11.25
1,280,Virtual Reality and Augmented Reality,2,10
1,280,Virtual Reality and Augmented Reality,2,8.5
1,284,Artificial Intelligence and Machine Learning,2,10
1,284,Artificial Intelligence and Machine Learning,2,8.5
1,284,Artificial Intelligence and Machine Learning,2,10
1,284,Artificial Intelligence and Machine Learning,2,8
1,284,Bioengineering and Genetic Modification,1,11
1,284,Bioengineering and Genetic Modification,1,12.5
1,284,Bioengineering and Genetic Modification,1,18.5
1,284,Corporate Espionage and Industrial Sabotage,2,7
1,284,Corporate Espionage and Industrial Sabotage,2,7
1,284,Corporate Espionage and Industrial Sabotage,2,7
1,284,Corporate Espionage and Industrial Sabotage,2,11
1,284,Corporate Espionage and Industrial Sabotage,2,9
1,284,Corporate Espionage and Industrial Sabotage,2,7
1,284,Corporate Espionage and Industrial Sabotage,2,7
1,284,Corporate Espionage and Industrial Sabotage,2,11.5
1,284,Corporate Espionage and Industrial Sabotage,2,4
1,284,Cybernetic Implants and Augmentations,1,13.2
1,284,Cybernetic Implants and Augmentations,1,6.6
1,284,Cybernetic Implants and Augmentations,1,12.4
1,284,Cybernetic Implants and Augmentations,1,3.5
1,284,Cybernetic Implants and Augmentations,1,10.6
1,284,Cybernetic Implants and Augmentations,1,12.2
1,284,Cybernetic Implants and Augmentations,1,12.2
1,284,Cybernetic Implants and Augmentations,1,12.1
1,284,Cybernetic Implants and Augmentations,1,18.3
1,284,Cybernetic Implants and Augmentations,1,10.9
1,284,Darknet Culture and Subversive Technologies,2,9.5
1,284,Darknet Culture and Subversive Technologies,2,10.25
1,284,Darknet Culture and Subversive Technologies,2,16.5
1,284,Darknet Culture and Subversive Technologies,2,11
1,284,Hacking and Network Security,2,14
1,284,Hacking and Network Security,2,12
1,284,Hacking and Network Security,2,12.5
1,284,Neurotechnology and Mind Control,2,11
1,284,Neurotechnology and Mind Control,2,8
1,284,Neurotechnology and Mind Control,2,12
1,284,Post-Human Philosophy and Ethics,2,15
1,284,Post-Human Philosophy and Ethics,2,11
1,284,Post-Human Philosophy and Ethics,2,14.5
1,284,Post-Human Philosophy and Ethics,2,9.5
1,284,Post-Human Philosophy and Ethics,2,13.5
1,284,Post-Human Philosophy and Ethics,2,12
1,284,Post-Human Philosophy and Ethics,2,8
1,284,Urban Planning and Megacity Design,2,13.5
1,284,Urban Planning and Megacity Design,2,14
1,284,Urban Planning and Megacity Design,2,10.5
1,284,Urban Planning and Megacity Design,2,13
1,284,Urban Planning and Megacity Design,2,13.5
1,284,Virtual Reality and Augmented Reality,2,10.25
